"","Soil.Order","Great.Group","Subgroup","Series","Horizon","Qmax.mg.kg","k.L.mg","Clay.per","Fed.g.kg","pH","OC.mg.kg","X","Database","County..State","Latitude","Longitude","Dataset","Alo.g.kg","Ald.g.kg","Alp.g.kg","Feo.g.kg","Fep.g.kg","Caex.cmol.kg","Silt.per","Sand.per","MAT.C","MAP.mm","Elevation.m","Replicate","Depth.cm","BD.g.cm3","L.kg","Source.qmax","Source.k"
"349","Inceptisol","Eutrochrept","Rendollic",NA,"TCv",297.902965286009,0.103309730538653,60,17.3,6.6,12000,NA,NA,NA,49.909,11.624027,"Kaiser",1.9,NA,NA,1.2,NA,NA,NA,NA,8.5,950,NA,NA,"8-27",1.3,5,"Fitted","Fitted"
"350","Inceptisol","Dystrochrept","Typic",NA,"Ae",187.285724188054,0.018513405380499,4,1.16,3.1,7000,NA,NA,NA,49.855525,10.96319,"Kaiser",0.12,NA,NA,0.24,NA,NA,NA,NA,8,650,NA,NA,"0-2",1.2,5,"Fitted","Fitted"
"351","Inceptisol","Dystrochrept","Typic",NA,"Bsh",234.022331996574,0.0246689100041711,6,3,3.4,8000,NA,NA,NA,49.855525,10.96319,"Kaiser",0.7,NA,NA,1.45,NA,NA,NA,NA,8,650,NA,NA,"2-7",1.3,5,"Fitted","Fitted"
"352","Inceptisol","Dystrochrept","Typic",NA,"Bv",315.979500633991,0.106765016930735,3,2.41,4.5,2000,NA,NA,NA,49.855525,10.96319,"Kaiser",1.08,NA,NA,0.42,NA,NA,NA,NA,8,650,NA,NA,"7-42",1.2,5,"Fitted","Fitted"
"353","Inceptisol","Dystrochrept","Typic",NA,"Aeh",212.825051564896,0.00799413698057773,6,1.8,2.8,56000,NA,NA,NA,50.061236,11.772271,"Kaiser",1.31,NA,NA,1.35,NA,NA,NA,NA,4.5,1200,NA,NA,"0-11",0.7,5,"Fitted","Fitted"
"354","Inceptisol","Dystrochrept","Typic",NA,"Ae",210.941583288376,0.0490016979768956,9,1.85,3.1,6000,NA,NA,NA,50.061236,11.772271,"Kaiser",0.74,NA,NA,0.2,NA,NA,NA,NA,4.5,1200,NA,NA,"11-24",1.2,5,"Fitted","Fitted"
"355","Inceptisol","Dystrochrept","Typic",NA,"Ah",372.653647149554,0.012901060114528,15,6.45,3.5,30000,NA,NA,NA,50.129739,12.178227,"Kaiser",2.41,NA,NA,5.1,NA,NA,NA,NA,5.5,600,NA,NA,"0-4",0.9,5,"Fitted","Fitted"
"356","Inceptisol","Dystrochrept","Typic",NA,"Bv1",638.315074335274,0.0318427695872515,13,6.2,3.9,8000,NA,NA,NA,50.129739,12.178227,"Kaiser",2.53,NA,NA,4.49,NA,NA,NA,NA,5.5,600,NA,NA,"4-18",1.1,5,"Fitted","Fitted"
"357","Inceptisol","Dystrochrept","Typic",NA,"Bv2",520.609801597997,0.0542192350572823,9,5.68,3.9,4000,NA,NA,NA,50.129739,12.178227,"Kaiser",1.9,NA,NA,2.61,NA,NA,NA,NA,5.5,600,NA,NA,"18-40",1.2,5,"Fitted","Fitted"
"358","Inceptisol","Dystrochrept","Typic",NA,"IIBvCv",464.599181248212,0.0352957445272876,2,4.7,3.9,1000,NA,NA,NA,50.129739,12.178227,"Kaiser",0.93,NA,NA,0.78,NA,NA,NA,NA,5.5,600,NA,NA,"40-70",1.3,5,"Fitted","Fitted"
"359","Inceptisol","Dystrochrept","Typic",NA,"IICv",454.32369803914,0.0522131909591698,3,4.03,4,1000,NA,NA,NA,50.129739,12.178227,"Kaiser",0.73,NA,NA,0.53,NA,NA,NA,NA,5.5,600,NA,NA,"70-100+",1.3,5,"Fitted","Fitted"
"360","Inceptisol","Dystrochrept","Typic",NA,"Ah",98.4116469083003,0.0558804365969869,16,14,3.2,49000,NA,NA,NA,47.72896,11.67598,"Kaiser",5.35,NA,NA,10.18,NA,NA,NA,NA,6,1700,NA,NA,"0-6",0.7,5,"Fitted","Fitted"
"361","Inceptisol","Dystrochrept","Typic",NA,"Bv",1392.2968361342,0.00565609326380357,14,14.98,3.7,21000,NA,NA,NA,47.72896,11.67598,"Kaiser",6.73,NA,NA,13.18,NA,NA,NA,NA,6,1700,NA,NA,"6-21",0.8,5,"Fitted","Fitted"
"362","Inceptisol","Dystrochrept","Typic",NA,"CvBv",1404.56769216134,0.00914534204831617,14,11.2,4.2,11000,NA,NA,NA,47.72896,11.67598,"Kaiser",7.56,NA,NA,9.27,NA,NA,NA,NA,6,1700,NA,NA,"21-42",1.1,5,"Fitted","Fitted"
"363","Inceptisol","Dystrochrept","Typic",NA,"Cv",3305.50484388709,0.00314163991164959,4,5.73,4.1,4000,NA,NA,NA,47.72896,11.67598,"Kaiser",4.18,NA,NA,3.25,NA,NA,NA,NA,6,1700,NA,NA,"42-65",1.2,5,"Fitted","Fitted"
"364","Inceptisol","Dystrochrept","Typic",NA,"Aeh",730.082018042143,0.00469163912850876,16,21.9,3.2,56000,NA,NA,NA,50.062658,11.763884,"Kaiser",2.17,NA,NA,10.53,NA,NA,NA,NA,5,1100,NA,NA,"0-7",1.1,5,"Fitted","Fitted"
"365","Inceptisol","Dystrochrept","Typic",NA,"Bhsv",15363.8052739436,0.000604883712136276,20,35.1,3.6,22000,NA,NA,NA,50.062658,11.763884,"Kaiser",3.93,NA,NA,16.83,NA,NA,NA,NA,5,1100,NA,NA,"7-22",1.3,5,"Fitted","Fitted"
"366","Inceptisol","Dystrochrept","Typic",NA,"Bhsv",1256.01014085222,0.004198744104335,3,3.2,3.9,12000,NA,NA,NA,49.75758,11.076308,"Kaiser",0.9,NA,NA,0.8,NA,NA,NA,NA,8.5,630,NA,NA,"5-20",1.5,5,"Fitted","Fitted"
"367","Inceptisol","Dystrochrept","Typic",NA,"Bsv",1015.4049451362,0.0119886487819811,3,3,4.4,3000,NA,NA,NA,49.75758,11.076308,"Kaiser",0.9,NA,NA,1.3,NA,NA,NA,NA,8.5,630,NA,NA,"20-45",1.5,5,"Fitted","Fitted"
"368","Inceptisol","Dystrochrept","Typic",NA,"BvCv",1612.41036404256,0.00629667296724656,2,0.7,4.5,1000,NA,NA,NA,49.75758,11.076308,"Kaiser",0.6,NA,NA,1.1,NA,NA,NA,NA,8.5,630,NA,NA,"45-65",1.4,5,"Fitted","Fitted"
"369","Inceptisol","Dystrochrept","Typic",NA,"Cv",2745.88362896637,0.00253583778338697,1,0.2,4.5,200,NA,NA,NA,49.75758,11.076308,"Kaiser",0.1,NA,NA,0.7,NA,NA,NA,NA,8.5,630,NA,NA,"65+",1.4,5,"Fitted","Fitted"
"370","Inceptisol","Humaquept","Typic",NA,"Aa",182.974531109817,0.0590891800467681,32,11.33,5.4,85000,NA,NA,NA,47.728486,11.667585,"Kaiser",3.01,NA,NA,11.09,NA,NA,NA,NA,6,1700,NA,NA,"0-15",0.4,5,"Fitted","Fitted"
"371","Inceptisol","Humaquept","Typic",NA,"AhGro",1348.14508894299,0.00336554883405338,34,7.81,5.4,1e+05,NA,NA,NA,47.728486,11.667585,"Kaiser",3.84,NA,NA,7.6,NA,NA,NA,NA,6,1700,NA,NA,"15-65",0.8,5,"Fitted","Fitted"
"372","Inceptisol","Humaquept","Typic",NA,"Gr",1110.72073251186,0.0124376034083113,50,13.5,5.2,11000,NA,NA,NA,47.728486,11.667585,"Kaiser",3.24,NA,NA,11.98,NA,NA,NA,NA,6,1700,NA,NA,"65+",1.2,5,"Fitted","Fitted"
"373","Mollisol","Rendoll","Eutrochreptic",NA,"(Ah)Bv",5416.52616411142,0.000575791580787679,36,13.52,6.8,41000,NA,NA,NA,47.615104,11.64875,"Kaiser",2.63,NA,NA,2.23,NA,NA,NA,NA,4.5,2000,NA,NA,"15-20",1,5,"Fitted","Fitted"
"374","Mollisol","Rendoll","Eutrochreptic",NA,"BvCv",1395.52327915134,0.00230250142024652,32,3.59,7,5000,NA,NA,NA,47.615104,11.64875,"Kaiser",0.87,NA,NA,0.26,NA,NA,NA,NA,4.5,2000,NA,NA,"22-29",1.3,5,"Fitted","Fitted"
"375","Mollisol","Rendoll","Lithic",NA,"Ah2",147.520359178557,0.0169180094279326,47,15.51,7.4,45000,NA,NA,NA,49.892204,11.046603,"Kaiser",2.96,NA,NA,2.26,NA,NA,NA,NA,6,850,NA,NA,"8-21",1,5,"Fitted","Fitted"
"376","Mollisol","Rendoll","Lithic",NA,"Bv",626.979353066408,0.0433103695044142,41,13.1,7.5,20000,NA,NA,NA,49.892204,11.046603,"Kaiser",2.64,NA,NA,1.92,NA,NA,NA,NA,6,850,NA,NA,"21-31",1.2,5,"Fitted","Fitted"
"377","Mollisol","Rendoll","Lithic",NA,"Cv",252.31393373281,0.0354230508452532,23,0.57,7.5,2000,NA,NA,NA,49.892204,11.046603,"Kaiser",0.15,NA,NA,0.11,NA,NA,NA,NA,6,850,NA,NA,"31-61+",1.3,5,"Fitted","Fitted"
"378","Mollisol","Rendoll","Lithic",NA,"Ah",1121.25693495344,0.0014782963342924,40,15.51,6.9,114000,NA,NA,NA,47.611596,11.679366,"Kaiser",4.3,NA,NA,2.6,NA,NA,NA,NA,4.5,2000,NA,NA,"0-11",0.8,5,"Fitted","Fitted"
"379","Mollisol","Rendoll","Lithic",NA,"Ah",1334.03388465736,0.00137790351462606,38,8.3,6.8,92000,NA,NA,NA,49.967037,11.638907,"Kaiser",1.5,NA,NA,1.5,NA,NA,NA,NA,8.5,950,NA,NA,"0-12",1,5,"Fitted","Fitted"
"380","Mollisol","Rendoll","Lithic",NA,"Cv",1422.03385920502,NA,35,8.7,7.1,20000,NA,NA,NA,49.967037,11.638907,"Kaiser",0.7,NA,NA,1.3,NA,NA,NA,NA,8.5,950,NA,NA,"12-23",1.4,5,"Fitted","Fitted"
"381","Spodosol","Haplorthod","Oxyaquic",NA,"Aeh",89.4488847260076,0.0274431686373247,4,0.42,3,14000,NA,NA,NA,49.879727,10.955019,"Kaiser",0.04,NA,NA,0.12,NA,NA,NA,NA,8,650,NA,NA,"0-4",1.3,5,"Fitted","Fitted"
"382","Spodosol","Haplorthod","Oxyaquic",NA,"Ae",58.1405592249628,0.0437693783997638,4,0.43,3.6,3000,NA,NA,NA,49.879727,10.955019,"Kaiser",0.03,NA,NA,0.1,NA,NA,NA,NA,8,650,NA,NA,"4-24",1.5,5,"Fitted","Fitted"
"383","Spodosol","Haplorthod","Oxyaquic",NA,"II(S)Bh",158.942796516318,NA,7,2.13,3.9,8000,NA,NA,NA,49.879727,10.955019,"Kaiser",1.42,NA,NA,1.05,NA,NA,NA,NA,8,650,NA,NA,"24-28",1.3,5,"Fitted","Fitted"
"384","Spodosol","Haplorthod","Oxyaquic",NA,"IISBvs1",406.260159592824,0.145975524409647,9,2.21,4.2,4000,NA,NA,NA,49.879727,10.955019,"Kaiser",2.21,NA,NA,1.16,NA,NA,NA,NA,8,650,NA,NA,"28-43",1.4,5,"Fitted","Fitted"
"385","Spodosol","Haplorthod","Oxyaquic",NA,"IISBvs2",494.671145116171,0.057964798255046,8,2.1,4.2,3000,NA,NA,NA,49.879727,10.955019,"Kaiser",2.58,NA,NA,1,NA,NA,NA,NA,8,650,NA,NA,"43-53",1.4,5,"Fitted","Fitted"
"386","Spodosol","Haplorthod","Oxyaquic",NA,"IVSw(Go)",3264.36780338316,0.00444122062945875,34,31.23,4,3000,NA,NA,NA,49.879727,10.955019,"Kaiser",1.1,NA,NA,6.4,NA,NA,NA,NA,8,650,NA,NA,"96-99",1.6,5,"Fitted","Fitted"
"387","Spodosol","Haplorthod","Oxyaquic",NA,"VSd",576.627409360892,0.0677967337167771,60,13.33,5.1,3000,NA,NA,NA,49.879727,10.955019,"Kaiser",1.15,NA,NA,2.96,NA,NA,NA,NA,8,650,NA,NA,"99-120+",1.3,5,"Fitted","Fitted"
"388","Spodosol","Haplohumods","Typic",NA,"E1",100.185383814858,0.0349356977346451,1,0.11,3.7,6000,NA,NA,NA,56.293109,13.52962,"Kaiser",0.1,NA,NA,0.1,NA,NA,NA,NA,7.5,690,NA,NA,"0-15",NA,5,"Fitted","Fitted"
"389","Spodosol","Haplohumods","Typic",NA,"E2",178.219385845139,0.0240701045970237,1,2.3,3.9,8000,NA,NA,NA,56.293109,13.52962,"Kaiser",0.5,NA,NA,2,NA,NA,NA,NA,7.5,690,NA,NA,"15-20",NA,5,"Fitted","Fitted"
"390","Spodosol","Haplohumods","Typic",NA,"Bh1",258.42538080714,0.143342043206041,0.1,17.95,4.4,70000,NA,NA,NA,56.293109,13.52962,"Kaiser",13.4,NA,NA,17.6,NA,NA,NA,NA,7.5,690,NA,NA,"20-35",NA,5,"Fitted","Fitted"
"391","Spodosol","Haplohumods","Typic",NA,"Bg",693.786748448322,0.0166106175097839,2,3.8,4.6,9000,NA,NA,NA,56.293109,13.52962,"Kaiser",5.4,NA,NA,3.1,NA,NA,NA,NA,7.5,690,NA,NA,"50-65",NA,5,"Fitted","Fitted"
"392","Spodosol","Haplorthod","Typic",NA,"Ahe",3387.57495878391,0.000755713951189252,14,5.26,2.9,23000,NA,NA,NA,49.992608,11.80467,"Kaiser",0.55,NA,NA,1.71,NA,NA,NA,NA,5.5,1100,NA,NA,"0-10",1.2,5,"Fitted","Fitted"
"393","Spodosol","Haplorthod","Typic",NA,"Aeh",837.928781225636,0.00229395476827455,2,0.84,2.9,21000,NA,NA,NA,49.998594,11.928081,"Kaiser",0.45,NA,NA,0.14,NA,NA,NA,NA,5,850,NA,NA,"0-10",1,5,"Fitted","Fitted"
"394","Spodosol","Haplorthod","Typic",NA,"Ahe",2442.17019013029,0.00142804017229242,3,1.63,3.1,15000,NA,NA,NA,49.998594,11.928081,"Kaiser",0.64,NA,NA,0.32,NA,NA,NA,NA,5,850,NA,NA,"10-20",1,5,"Fitted","Fitted"
"395","Spodosol","Haplorthod","Typic",NA,"Bhs",2125.79948254903,0.00215481762252458,4,7.63,3.7,30000,NA,NA,NA,49.998594,11.928081,"Kaiser",2.78,NA,NA,4.8,NA,NA,NA,NA,5,850,NA,NA,"20-26",1,5,"Fitted","Fitted"
"396","Spodosol","Haplorthod","Typic",NA,"Bv",1741.57686211782,0.00867271252665543,5,10.45,4.3,21000,NA,NA,NA,49.998594,11.928081,"Kaiser",15.34,NA,NA,5.99,NA,NA,NA,NA,5,850,NA,NA,"36-68",1.1,5,"Fitted","Fitted"
"397","Spodosol","Haplorthod","Typic",NA,"BvCv",819.048900943116,0.019205401486974,4,4.73,4.1,3000,NA,NA,NA,49.998594,11.928081,"Kaiser",1.49,NA,NA,0.68,NA,NA,NA,NA,5,850,NA,NA,"86-90",1.4,5,"Fitted","Fitted"
"398",NA,NA,NA,NA,NA,728.849679398131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kothawala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,10,"Fitted","Fitted"
"399",NA,NA,NA,NA,NA,286.761170545159,0.174714834450533,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kothawala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,10,"Fitted","Fitted"
"400",NA,NA,NA,NA,NA,184.780461580791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kothawala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,10,"Fitted","Fitted"
